در حیوانات آبستن، برای پیشگیری از PI3، استفاده از واکسن به چه روشی توصیه می‌شود تا از آسیب به جنین جلوگیری شود؟,باید از واکسن به روش داخل بینی (Intra nasal) استفاده شود.
عامل بیماری BRSV (Bovine Respiratory Syncytial Virus) به کدام خانواده و جنس ویروسی تعلق دارد؟,خانواده Pneumoviridae و جنس Pneumovirus.
محل اصلی تکثیر ویروس BRSV در بدن گاو کجاست؟,مخاط نای و اپیتلیوم تنفسی.
آیا ویروس BRSV به عنوان یکی از عوامل سقط جنین در گاو شناخته می‌شود؟,خیر، به عنوان عامل سقط جنین شناخته نمی‌شود.
در کالبدگشایی دام تلف شده از BRSV، علاوه بر نومونیا، چه یافته‌های مشخص دیگری در ریه دیده می‌شود؟,آمفیزم بینابینی (interstitial emphysema) و آتلکتازی (کلاپس بافت ریه).
برای تشخیص آزمایشگاهی BRSV، کدام کیت تجاری برای تشخیص آنتی‌ژن ویروس در دسترس است؟,کیت الایزا (ELISA).
برای تشخیص BRSV، کدام روش مولکولی استفاده می‌شود؟,روش rt-PCR.
گوساله‌ها در چه بازه سنی بیشترین حساسیت را به عفونت BRSV دارند؟,از ۳ ماهگی به بالا (اغلب بین ۳ تا ۹ ماهگی).
عامل بیماری رینوویروس گاوی به کدام خانواده ویروسی تعلق دارد؟,خانواده Picornaviridae.
جنس راینوویروس گاوی در طبقه‌بندی ویروس‌ها در کدام جنس قرار می‌گیرد؟,در جنس Aphthovirus (هم‌گروه با ویروس عامل تب برفکی).
چرا راینوویروس‌ها معمولاً در مدفوع یافت نمی‌شوند؟,چون به اسید معده حساس هستند و از بین می‌روند.
برای کشت راینوویروس گاوی در آزمایشگاه چه شرایط دمایی خاصی مورد نیاز است؟,در دماهای پایین (۳۰ تا ۳۴ درجه سانتی‌گراد) رشد می‌کند.
مخزن (Reservoir) راینوویروس در جمعیت گاوی کجاست؟,گاو مخزن است و ویروس در دستگاه تنفس آن باقی می‌ماند.
عامل بیماری طاعون گاوی (Rinderpest) چیست و به کدام خانواده و جنس تعلق دارد؟,عامل آن Rinderpest virus از خانواده Paramyxoviridae و جنس Morbillivirus است.
در کالبدگشایی دام مبتلا به طاعون گاوی، ضایعات بسیار شدید نکروز و خونریزی در کدام بخش از روده دیده می‌شود؟,در پلاک‌های پایر (Peyer's Patches).
ضایعه مشخصه طاعون گاوی در قسمت‌های آخر روده که به صورت خطوط راه‌راه دیده می‌شود چه نام دارد؟,Zebra line یا Zebra striping.
برای تشخیص هیستوپاتولوژی طاعون گاوی، اینکلوژن بادی‌ها در کدام قسمت‌های سلول دیده می‌شوند؟,هم در هسته و هم در سیتوپلاسم.
کدام روش تشخیصی سریع برای شناسایی ژنوم ویروس طاعون گاوی استفاده می‌شود؟,روش rt-PCR.
چرا بیماری طاعون گاوی در سطح جهان ریشه‌کن شده است؟ (دو دلیل اصلی),به دلیل برنامه مدون جهانی واکسیناسیون و پایین بودن نرخ موتاسیون در ویروس.
نام واکسن کشت سلولی معروفی که برای ریشه‌کنی طاعون گاوی استفاده می‌شد، چیست؟,واکسن Plowright.
آیا در حال حاضر استفاده از واکسن طاعون گاوی مجاز است؟,خیر، کاملاً ممنوع است و برای اعلام ریشه‌کنی، حیوانات باید آنتی‌بادی منفی باشند.
عفونت با ویروس BHV-1، جزء عوامل مستعد کننده برای کدام سندرم تنفسی در گاوها محسوب می‌شود؟,سندرم تب حمل و نقل (Shipping fever).
کدام تست سرولوژی برای تشخیص IBR به صورت جفت سرم (paired serum) انجام می‌شود تا افزایش تیتر آنتی‌بادی مشخص شود؟,تست‌های سرولوژی مانند الایزا (ELISA).
برای کنترل و پیشگیری از بیماری‌های تنفسی ویروسی در گاوداری، مهم‌ترین اقدامات مدیریتی چیست؟,رعایت بهداشت، مدیریت صحیح دامداری و جداسازی حیوانات بیمار (isolation).
کدام ویروس تنفسی گاو، علاوه بر ایجاد سین‌سیشیوم، اینکلوژن بادی‌های سیتوپلاسمی نیز تولید می‌کند؟,ویروس BRSV (و همچنین PI3).
ویروس _____ در کشت سلولی اثر سیتوپاتیک (CPE) ضعیفی ایجاد می‌کند و رشد آن با تاخیر همراه است.,راینوویروس (Rhinovirus).
بیماری _____ گاوی هم از بعد گوارشی و هم تنفسی بسیار قوی است و با نرخ مرگ و میر بالا همراه است.,طاعون گاوی (Rinderpest).
در تشخیص آزمایشگاهی، مشاهده‌ی _____ در کشت سلولی، مشخصه‌ی ویروس‌های PI3 و BRSV است.,تشکیل سین‌سیشیوم (Syncytial formation).
ایمنی مادری علیه BHV-1 تا چند ماه می‌تواند در گوساله دوام داشته باشد؟,بین ۱ تا ۶ ماه.
برای کنترل BHV-1 در گاوهای نر، کدام نمونه باید حتماً تست شود و چرا؟,نمونه Semen باید تست شود، زیرا ویروس می‌تواند آن را آلوده کرده و باعث کاهش نرخ باروری (Conception rate) شود.
ویروس پاراآنفلوآنزا ۳ (PI3) جزء عوامل کدام سندرم در گوساله‌های نوزاد است؟,سندرم پنومونی آنزئوتیک (Enzootic Pneumonia).
ایمنی حاصل از ابتلا به ویروس PI3 چه نوعی است؟,ایمنی نسبی یا ناکامل (Partial immunity) است و محافظت قوی نیست.
ویروس BRSV در گوساله‌ها و حیوانات جوان باعث کدام بیماری می‌شود؟,پنومونی آنزئوتیک (Enzootic Pneumonia).
کدام ویروس تنفسی گاو به دلیل نداشتن تنوع سروتیپی و نرخ جهش پایین، با موفقیت ریشه‌کن شد؟,ویروس طاعون گاوی (Rinderpest virus).
