اصلی‌ترین روش‌های پیشگیری و کنترل بیماری آکابانه چیست؟,مبارزه با حشرات ناقل و استفاده از واکسن‌های تخفیف حدت یافته (در مناطق آندمیک).
مهم‌ترین روش آزمایشگاهی برای تشخیص بیماری آکابانه چیست؟,تست‌های سرولوژیک برای شناسایی آنتی‌بادی.
چرا نمونه سرم جنین سقط شده یا نوزاد قبل از خوردن آغوز در تشخیص آکابانه ارزش بالایی دارد؟,زیرا وجود آنتی‌بادی در این نمونه‌ها نشان‌دهنده عفونت خود جنین است و ناشی از آنتی‌بادی مادری نیست.
آیا جداسازی ویروس آکابانه از نمونه‌ها یک روش تشخیصی رایج و آسان است؟,خیر، جداسازی ویروس معمولاً مشکل است.
برای شناسایی آنتی‌ژن ویروس آکابانه در بافت‌ها از چه روشی استفاده می‌شود؟,ایمونوفلورسانس.
ویروس کرونای گاوی که عامل اسهال ویروسی نوزادان (NCVD) است، به کدام خانواده و جنس تعلق دارد؟,خانواده Coronaviridae و جنس Coronavirus.
مهم‌ترین اقدام جهت پیشگیری از اسهال کروناویروسی در گوساله‌های نوزاد چیست؟,اطمینان از دریافت کلستروم (آغوز) با کیفیت و به مقدار کافی توسط گوساله در ساعات اولیه پس از تولد (خصوصاً ۶ ساعت اول).
چه راهکارهای واکسیناسیونی برای کنترل اسهال کروناویروسی وجود دارد؟,واکسیناسیون مادران در دوره بارداری یا واکسیناسیون نوزادان در روز اول تولد.
برای کنترل بیماری در یک گله، در مورد گاوهای تازه خریداری شده چه باید کرد؟,قرنطینه کردن حیوانات جدیدالورود.
بهترین لاین سلولی برای جداسازی کروناویروس گاوی در آزمایشگاه چیست؟,لاین سلولی تومور رکتوم انسان (human rectal tumor cell line).
کدام تست آزمایشگاهی را می‌توان مستقیماً روی نمونه مدفوع برای تشخیص آنتی‌ژن کروناویروس انجام داد؟,تست الایزا (ELISA).
برای مشاهده شکل تاج مانند کروناویروس از چه ابزار آزمایشگاهی استفاده می‌شود؟,میکروسکوپ الکترونی.
عامل روتاویروسی اسهال گوساله‌ها به کدام خانواده و جنس تعلق دارد؟,خانواده Reoviridae و جنس Rotavirus.
برای پیشگیری از اسهال روتاویروسی، علاوه بر واکسیناسیون مادر، چه نوع واکسنی برای نوزادان در دسترس است؟,واکسن‌های خوراکی که به نوزادان خورانده می‌شود.
با توجه به مقاومت بالای روتاویروس، چه موادی برای ضدعفونی مؤثر هستند؟,فرمالدهید، هگزاکلروفن و کلرامین تی (chloramine T).
چه مشخصه ظاهری از روتاویروس در زیر میکروسکوپ الکترونی، آن را از سایر ویروس‌ها متمایز می‌کند؟,شکل چرخ‌مانند آن که به دلیل داشتن دو کپسید متحدالمرکز است.
برای تشخیص روتاویروس، تست‌های ایمنولوژیک بر روی چه نمونه‌هایی انجام می‌شود؟,نمونه مدفوع یا سواب رکتوم.
روش‌های سرولوژیک برای تشخیص روتاویروس روی سرم کدام حیوانات قابل انجام است؟,سرم مادر یا سرم گوساله‌ای که هنوز کلستروم نخورده است.
عامل پاروویروسی اسهال و سقط جنین در گاو از کدام جنس ویروسی است؟,جنس Parvovirus.
برای جداسازی پاروویروس گاو در آزمایشگاه، از چه نوع کشت سلولی باید استفاده کرد؟,کشت سلولی که سلول‌های آن در حال تقسیم سریع هستند (مانند کشت سلول بیضه و طحال جنین).
مشاهده چه ساختاری در بررسی هیستوپاتولوژی بافت‌های جنین سقط شده، تشخیص پاروویروس را تأیید می‌کند؟,اینکلوژن بادی‌های درون هسته‌ای (Intranuclear inclusion bodies).
چه تست سرولوژیکی را می‌توان روی سرم جنین برای تشخیص عفونت با پاروویروس انجام داد؟,تست ممانعت از هماگلوتیناسیون (HI).
ویروس عامل بیماری انتروویروسی گاو به کدام جنس تعلق دارد؟,جنس Enterovirus.
در جنون گاوی، پروتئین پریون طبیعی ($PrP^c$) دارای ساختار دوم _____ است که در حالت بیماری‌زا ($PrP^{Sc}$) به ساختار _____ تبدیل می‌شود.,مارپیچ آلفا (alpha-helix) / صفحات بتا (beta-sheet)
آیا عامل بیماری جنون گاوی به حرارت بالا، تشعشع و مواد ضدعفونی کننده معمولی مقاوم است؟,بله، پریون‌ها بسیار مقاوم هستند.
علت شیوع جنون گاوی در انگلستان در دهه ۱۹۸۰ چه بود؟,استفاده از مکمل‌های غذایی حاوی پودر گوشت و استخوان گوسفندان مبتلا به اسکرپی (scrapie) و کاهش دمای پخت در کارخانه‌ها.
آیا مصرف شیر و محصولات لبنی گاوهای مبتلا به جنون گاوی برای انسان خطرناک است؟,خیر، مصرف شیر و محصولات لبنی گاوهای مبتلا مشکل خاصی ایجاد نمی‌کند.
مخزن طبیعی ویروس بیماری اوزسکی (شبه‌هاری) در طبیعت کدام حیوان است؟,خوک (پرورشی و وحشی/گراز).
آیا بیماری اوزسکی یک بیماری مشترک مهم بین انسان و حیوان محسوب می‌شود؟,خیر، انسان ابتلای چندانی ندارد و بیماری مشترک محسوب نمی‌شود.
مهمترین علامت بیماری اوزسکی در گاو و گوسفند که منجر به نامگذاری 'Mad Itch' شده، چیست؟,خارش بسیار شدید و دیوانه‌وار (pruritis) که باعث آسیب رساندن حیوان به خود می‌شود.
بیماری لوپینگ ایل عمدتاً بیماری کدام دام است و گاو در آن چه نقشی دارد؟,میزبان اصلی آن گوسفند است و گاو یک میزبان اتفاقی محسوب می‌شود.
تومورهای ناشی از پاپیلوماتوز گاوی معمولاً خوش‌خیم هستند یا بدخیم؟,این تومورها معمولاً خوش‌خیم و خود محدود شونده هستند.
سروتایپ‌های ۱، ۲ و ۵ ویروس پاپیلومای گاوی باعث ایجاد ضایعات گروه _____ می‌شوند که با درگیری بافت _____ همراه است.,A / فیبروبلاست (بافت همبند)
سروتایپ‌های ۳، ۴ و ۶ ویروس پاپیلومای گاوی باعث ایجاد ضایعات گروه _____ می‌شوند که فقط بافت _____ را درگیر می‌کنند.,B / پوششی (اپیتلیال)
آیا بیماری آکابانه در دام‌های بالغ (مادران) علائم بالینی ایجاد می‌کند؟,خیر، در مادران و بالغین هیچ عوارض و علائمی ندارد و عوارض آن فقط در جنین و نوزاد مشاهده می‌شود.
اگر گاو آبستن در سه ماهه دوم بارداری به ویروس آکابانه آلوده شود، چه ناهنجاری‌هایی در گوساله متولد شده محتمل است؟,آرتروگریپوزیس (خشکی و پیچ‌خوردگی مفاصل)، اسکولیوزیس (انحنای ستون مهره‌ها) و تورتیکولیس (پیچ‌خوردگی گردن).
مشاهده هیدروسفالوس یا هیدران‌انسفالی شدید (وجود دو حباب آب به جای مغز) در کالبدگشایی جنین، مشخصه کدام بیماری است؟,بیماری آکابانه.
کروناویروس گاوی علاوه بر اسهال در گوساله‌ها، باعث ایجاد کدام بیماری در گاوهای بالغ می‌شود؟,اسهال خونی زمستانه (Bovine Winter Dysentery).
در پاتوژنز اسهال ناشی از کروناویروس و روتاویروس، کدام بخش از پرزهای روده تخریب می‌شود؟,سلول‌های اپیتلیال جاذب در نوک پرزهای روده (villus tips).
در پاتوژنز اسهال ناشی از پاروویروس، کدام بخش از روده آسیب می‌بیند که منجر به بیماری شدیدتر می‌شود؟,سلول‌های عمقی کریپت‌های روده‌ای (crypt cells).
دوره کمون اسهال ناشی از روتاویروس در گوساله‌ها چقدر است؟,بسیار کوتاه است (حدود ۱۸ ساعت).
سن درگیری گوساله‌ها با اسهال روتاویروسی (NCVD) معمولاً چه زمانی است؟,در ۱۰ روز اول تولد.
علاوه بر اسهال، پاروویروس گاوی می‌تواند باعث چه عارضه دیگری در دستگاه تولید مثل شود؟,سقط جنین.
درمان اصلی و حیاتی برای گوساله‌های مبتلا به اسهال ویروسی (NCVD) چیست؟,جبران مایعات و الکترولیت‌های از دست رفته (مایع درمانی) به صورت خوراکی یا تزریقی.
