نفوذ لنفوسیت‌های نئوپلاستیک در پشت کره چشم در بیماری EBL چه حالتی را ایجاد می‌کند؟,حالت بیرون‌زدگی چشم (exophthalmos / popped eye).
دو حالت تکثیر بیش از حد لنفوسیت‌ها در بیماری EBL کدامند؟,لنفوسارکومای بالغین (Adult Lymphosarcoma - AL) و لنفوسیتوز پایدار خوش‌خیم (Benign Persistent Lymphocytosis - PL).
در حالت لنفوسیتوز پایدار خوش‌خیم (PL)، آیا همیشه تومور وجود دارد؟,خیر، این حالت ممکن است اصلاً با تومور همراه نباشد.
تشخیص قطعی EBL چگونه است؟,زمانی که آنتی‌بادی ویروس لکوز گاوی مثبت باشد، تشخیص قطعی است (حیوان آلوده است).
نقش حشرات در انتقال ویروس لکوز گاوی (BLV) چیست؟,نقش ضعیفی در انتقال دارند.
آیا انتقال ویروس BLV از طریق شیر و کلستروم به گوساله به صورت خوراکی رخ می‌دهد؟,خیر، به دلیل وجود مقدار زیادی آنتی‌بادی در شیر و کلستروم، این نوع انتقال رخ نمی‌دهد.
مخزن اصلی بیماری لکوز گاوی منطقه‌ای کدام حیوان است؟,گاوهایی که به عفونت پایدار (persistent infection) مبتلا هستند.
ویروس عامل بیماری تب زودگذر گاو (BEF) به کدام خانواده تعلق دارد؟,خانواده رابدوویریده (Rhabdoviridae).
ویروس تب زودگذر گاو در کدام جنس از خانواده رابدوویریده قرار می‌گیرد؟,جنس افمروویروس (Ephemerovirus).
بیماری تب زودگذر گاو (BEF) با چه نام دیگری نیز شناخته می‌شود؟,بیماری سه‌روزه (Three day sickness).
ویروس تب زودگذر گاو چگونه منتقل می‌شود؟,از طریق نیش حشرات (مانند Culicoides).
چرا ویروس تب زودگذر گاو یک آرتروپود-بورن ویروس (arbovirus) محسوب می‌شود؟,چون به وسیله حشرات بندپا منتقل می‌شود و انتقال مستقیم ندارد.
آیا بیماری تب زودگذر گاو (BEF) به صورت مستقیم از حیوانی به حیوان دیگر منتقل می‌شود؟,خیر، انتقال مستقیم یا غیرمستقیم رخ نمی‌دهد و حتماً باید حشره ناقل وجود داشته باشد.
محل اصلی تکثیر ویروس تب زودگذر گاو در بدن میزبان کجاست؟,داخل سلول‌های اندوتلیال عروق.
الگوی تب در بیماری تب زودگذر گاو (BEF) چگونه است؟,به صورت دو فازی (biphasic) یا سه فازی (triphasic) است.
در هر دوره تب در بیماری BEF، دمای بدن حیوان به چه محدوده‌ای می‌رسد؟,به بالای ۴۰ تا ۴۱ درجه سانتی‌گراد.
علامت بالینی شاخص و اصلی بیماری تب زودگذر گاو چیست؟,سختی در حرکت و خشکی عضلات (Stiffness).
درمان انتخابی و اصلی برای بیماری تب زودگذر گاو چیست؟,تزریق داخل وریدی گلوکونات کلسیم.
چگونه می‌توان از پاسخ به درمان برای تشخیص قطعی تب زودگذر گاو استفاده کرد؟,اگر حیوان پس از تزریق یک دوز گلوکونات کلسیم به سرعت بهبودی نشان دهد، تشخیص قطعی است.
چرا در بیماری BEF سفتی و گرفتگی شدید عضلانی رخ می‌دهد؟,به علت افت شدید کلسیم خون (هیپوکلسمی).
بیماری تب زودگذر گاو (BEF) معمولاً در کدام فصل سال ظاهر می‌شود؟,فصل تابستان، به دلیل فعالیت حشرات ناقل.
کدام حیوانات در برابر عوارض شدیدتر تب زودگذر گاو، مانند زمین‌گیری (Recumbency)، مستعدتر هستند؟,حیوانات سنگین‌وزن مانند گاوهای نر.
"یکی از نام‌های دیگر تب زودگذر گاو ""تب زبان"" (Tongue Fever) است. علت این نامگذاری چیست؟",سفتی عضله زبان که یکی از علائم بیماری است.
برای جداسازی و کشت ویروس تب زودگذر گاو (BEF) جهت تشخیص، از چه روشی استفاده می‌شود؟,تزریق ویروس به مغز موش شیرخوار.
